Index,Frequency,Magnitude,Phase,Real,Imaginary
168,984.375,0.721274,0.730647,0.537164,0.481344
169,990.234,0.892936,-0.114475,0.887092,-0.101996
170,996.094,1.93055,0.553106,1.6427,1.01418
171,1001.95,2.06246,1.23998,0.669918,1.95063
172,1007.81,1.22642,1.75315,-0.222404,1.20609
173,1013.67,1.1957,1.53409,0.0438744,1.19489
174,1019.53,0.911355,2.25401,-0.57533,0.706798
175,1025.39,0.511148,3.13199,-0.511125,0.00490972
176,1031.25,0.879491,-0.846099,0.583023,-0.658475
177,1037.11,1.1964,0.0191617,1.19618,0.0229238
178,1042.97,1.38044,0.385357,1.27921,0.518894
179,1048.83,1.56394,0.50945,1.36534,0.762731
180,1054.69,1.92186,0.847876,1.27146,1.44116
181,1060.55,1.83967,1.32409,0.449269,1.78396
182,1066.41,1.2775,1.71573,-0.184506,1.26411
183,1072.27,0.511117,1.58997,-0.0098015,0.511023
184,1078.12,0.616394,1.42111,0.0919215,0.609502
185,1083.98,0.567143,-0.167364,0.559219,-0.0944768
186,1089.84,1.26064,0.3914,1.16531,0.480913
187,1095.7,1.46659,0.558575,1.24368,0.777261
188,1101.56,2.08668,0.831288,1.40627,1.54164
189,1107.42,1.87241,1.38743,0.341424,1.84102
190,1113.28,1.45385,1.39979,0.247408,1.43264
191,1119.14,1.56962,1.65893,-0.138153,1.56353
192,1125,0.943206,2.17748,-0.537767,0.774884
193,1130.86,0.311022,1.58118,-0.00323018,0.311005
194,1136.72,0.898944,0.69241,0.691926,0.573881
195,1142.58,0.791821,1.4865,0.0666689,0.789009
196,1148.44,1.01016,0.349661,0.949031,0.346058
197,1154.3,1.8388,1.09178,0.847517,1.63184
198,1160.16,1.25871,1.58935,-0.0233571,1.25849
199,1166.02,1.2797,1.47509,0.122287,1.27384
200,1171.88,1.24721,1.78915,-0.270172,1.2176
201,1177.73,0.96809,2.34527,-0.677025,0.691979
202,1183.59,0.236048,2.19443,-0.137848,0.191615
203,1189.45,0.173018,1.13636,0.0728226,0.156946
204,1195.31,0.631585,0.149802,0.624512,0.0942594
205,1201.17,1.17215,0.785728,0.828561,0.829109
206,1207.03,1.01555,1.18677,0.380481,0.941581
207,1212.89,1.03011,1.14018,0.430004,0.93607
208,1218.75,1.2863,1.59965,-0.0371095,1.28576
209,1224.61,0.728843,2.19242,-0.424445,0.592502
210,1230.47,0.110013,1.40884,0.0177399,0.108573
211,1236.33,0.637982,0.986339,0.352004,0.532084
212,1242.19,0.24073,0.919058,0.14602,0.191388
213,1248.05,0.784718,0.260165,0.75831,0.201861
214,1253.91,1.22099,0.757559,0.887066,0.839001
215,1259.77,1.15524,1.13687,0.485704,1.04817
216,1265.62,0.909902,1.3158,0.229516,0.88048
217,1271.48,1.03172,1.24467,0.33054,0.97734
218,1277.34,0.933258,1.71905,-0.137856,0.92302
219,1283.2,0.291439,1.62502,-0.0157943,0.29101
220,1289.06,0.604589,0.995334,0.329031,0.507214
221,1294.92,0.652769,0.613771,0.533627,0.375965
222,1300.78,0.843134,0.959371,0.483988,0.690384
223,1306.64,1.15046,0.822697,0.782595,0.843265
224,1312.5,1.24354,1.35491,0.266388,1.21467
225,1318.36,0.947564,1.4503,0.113906,0.940693
226,1324.22,1.03515,1.67169,-0.104258,1.02988
227,1330.08,0.444456,1.93803,-0.159574,0.414822
228,1335.94,0.552254,1.18533,0.207645,0.51173
229,1341.8,0.520945,1.38493,0.0962694,0.511972
230,1347.66,0.537014,0.434339,0.487151,0.225981
231,1353.52,1.09992,0.847338,0.728124,0.824411
232,1359.38,1.19314,1.30784,0.310143,1.15212
233,1365.23,0.773818,1.46739,0.079877,0.769684
234,1371.09,1.01726,1.33679,0.235874,0.989537
235,1376.95,1.08144,1.92474,-0.374823,1.01441
236,1382.81,0.206743,2.67194,-0.184358,0.0935663
237,1388.67,0.5445,0.983757,0.301598,0.453342
238,1394.53,0.535258,1.09654,0.244438,0.476184
239,1400.39,0.611302,0.758933,0.443543,0.420666
240,1406.25,0.958812,1.03101,0.492787,0.822486
241,1412.11,1.03315,1.29677,0.279583,0.994598
242,1417.97,0.841148,1.61059,-0.0334641,0.840482
243,1423.83,0.768741,1.69836,-0.0977982,0.762495
244,1429.69,0.541686,1.84083,-0.144505,0.522056
245,1435.55,0.302484,1.49516,0.0228576,0.301619
246,1441.41,0.334173,1.26362,0.101044,0.31853
247,1447.27,0.578864,0.440693,0.523557,0.246924
248,1453.12,0.847709,0.906263,0.522775,0.667321
249,1458.98,0.888632,1.13466,0.375394,0.805447
250,1464.84,0.888239,1.34195,0.201499,0.865082
251,1470.7,0.770367,1.45107,0.0920099,0.764852
252,1476.56,0.753959,1.7598,-0.141656,0.740532
253,1482.42,0.395031,1.81401,-0.0951319,0.383405
254,1488.28,0.254187,0.719054,0.191257,0.167426
255,1494.14,0.589907,0.872431,0.379291,0.451806
256,1500,0.654818,0.809554,0.451708,0.474075
257,1505.86,0.793128,0.849875,0.523525,0.595796
258,1511.72,1.09814,1.21378,0.383782,1.0289
259,1517.58,0.829678,1.53583,0.0290078,0.829171
260,1523.44,0.641876,1.55322,0.0112817,0.641776
261,1529.3,0.660691,1.5247,0.0304423,0.65999
262,1535.16,0.431331,1.64607,-0.032439,0.43011
263,1541.02,0.396709,0.772439,0.284127,0.276857
264,1546.88,0.695235,1.02138,0.363046,0.592915
265,1552.73,0.727332,0.951952,0.421921,0.592448
266,1558.59,0.855827,1.19961,0.310425,0.797544
267,1564.45,0.858364,1.41763,0.130956,0.848316
268,1570.31,0.720828,1.42726,0.103107,0.713416
269,1576.17,0.703972,1.64515,-0.0522938,0.702027
270,1582.03,0.489271,1.6777,-0.0522047,0.486478
271,1587.89,0.437123,1.05997,0.213708,0.381321
272,1593.75,0.583208,1.13785,0.244683,0.529398
273,1599.61,0.639721,1.11686,0.280519,0.574937
274,1605.47,0.818387,1.06561,0.396077,0.716157
275,1611.33,0.879376,1.45939,0.0977662,0.873924
276,1617.19,0.77374,1.5884,-0.0136175,0.773621
277,1623.05,0.651029,1.64034,-0.0452354,0.649456
278,1628.91,0.544616,1.78447,-0.115488,0.532231
279,1634.77,0.441382,1.60182,-0.0136927,0.44117
280,1640.62,0.393248,1.17545,0.151449,0.362915
281,1646.48,0.505682,1.18037,0.192455,0.467628
282,1652.34,0.637624,1.16131,0.253863,0.584909
283,1658.2,0.675181,1.30788,0.175476,0.65198
284,1664.06,0.617104,1.50006,0.0436129,0.615561
285,1669.92,0.64088,1.54002,0.0197183,0.640576
286,1675.78,0.43375,1.64185,-0.0307931,0.432655
287,1681.64,0.372778,1.4238,0.0545989,0.368758
288,1687.5,0.455245,1.07968,0.214697,0.401439
289,1693.36,0.512107,1.04144,0.258601,0.442017
290,1699.22,0.579824,1.09763,0.26423,0.516119
291,1705.08,0.702493,1.1525,0.285354,0.641927
292,1710.94,0.702772,1.2993,0.188464,0.677031
293,1716.8,0.646287,1.4893,0.0526145,0.644141
294,1722.66,0.626064,1.4834,0.054644,0.623675
295,1728.52,0.492922,1.47267,0.0482906,0.490551
296,1734.38,0.471615,1.4683,0.0482554,0.46914
297,1740.23,0.495705,1.15132,0.201892,0.452728
298,1746.09,0.574907,1.15049,0.234586,0.524869
299,1751.95,0.608493,1.25821,0.187124,0.579006
300,1757.81,0.720681,1.27882,0.207442,0.69018
301,1763.67,0.657233,1.44293,0.0838067,0.651868
302,1769.53,0.652771,1.58604,-0.00994751,0.652695
303,1775.39,0.568016,1.61515,-0.0251865,0.567458
304,1781.25,0.431597,1.55947,0.00488734,0.431569
305,1787.11,0.430525,1.41881,0.0651822,0.425563
306,1792.97,0.512132,1.18958,0.190538,0.475367
307,1798.83,0.548736,1.21204,0.192664,0.513801
308,1804.69,0.618946,1.35777,0.130856,0.604955
309,1810.55,0.661018,1.38558,0.12173,0.649713
310,1816.41,0.575064,1.5477,0.0132818,0.57491
311,1822.27,0.580976,1.62621,-0.0321789,0.580084
312,1828.12,0.484427,1.61635,-0.0220606,0.483924
313,1833.98,0.371864,1.51858,0.0194095,0.371357
314,1839.84,0.431484,1.33316,0.101576,0.419357
315,1845.7,0.482923,1.18625,0.181163,0.447655
316,1851.56,0.530142,1.21136,0.186476,0.496264
317,1857.42,0.614929,1.35361,0.132504,0.600484
318,1863.28,0.616922,1.44523,0.0772617,0.612065
319,1869.14,0.528446,1.55255,0.00964297,0.528359
320,1875,0.534722,1.65549,-0.0452312,0.532806
321,1880.86,0.407524,1.52788,0.0174851,0.407149
322,1886.72,0.381553,1.42198,0.0565713,0.377336
323,1892.58,0.424142,1.30423,0.111729,0.409161
324,1898.44,0.459359,1.14418,0.19008,0.418188
325,1904.3,0.548945,1.17026,0.214039,0.505498
326,1910.16,0.604817,1.37814,0.115799,0.593628
327,1916.02,0.587777,1.4244,0.0857398,0.58149
328,1921.88,0.518758,1.54264,0.0146026,0.518552
329,1927.73,0.490928,1.62463,-0.0264168,0.490217
330,1933.59,0.415265,1.42644,0.0597396,0.410946
331,1939.45,0.368299,1.34797,0.0813887,0.359193
332,1945.31,0.467439,1.20139,0.168774,0.435906
333,1951.17,0.52596,1.13971,0.219777,0.477841
334,1957.03,0.570327,1.25714,0.175967,0.542502
335,1962.89,0.632532,1.36865,0.126998,0.619652
336,1968.75,0.634506,1.4662,0.0662439,0.631038
337,1974.61,0.545219,1.65991,-0.0485225,0.543055
338,1980.47,0.498169,1.67074,-0.0497068,0.495683
339,1986.33,0.412626,1.49999,0.0291941,0.411592
340,1992.19,0.382886,1.4562,0.04378,0.380375
341,1998.05,0.47594,1.24954,0.150281,0.451591
342,2003.91,0.531856,1.30561,0.139394,0.513265
343,2009.77,0.543576,1.39928,0.0927741,0.5356
344,2015.62,0.587344,1.54232,0.0167232,0.587106
345,2021.48,0.525088,1.58269,-0.00624427,0.525051
346,2027.34,0.449708,1.73722,-0.0744971,0.443495
347,2033.2,0.412851,1.64751,-0.0316397,0.411636
348,2039.06,0.341381,1.41917,0.0515628,0.337464
349,2044.92,0.359115,1.31247,0.091741,0.3472
350,2050.78,0.454737,1.22092,0.155877,0.427186
351,2056.64,0.512117,1.17979,0.195178,0.473465
352,2062.5,0.550258,1.40664,0.0899243,0.542861
353,2068.36,0.573154,1.46555,0.0602119,0.569983
354,2074.22,0.518323,1.58834,-0.00909489,0.518243
355,2080.08,0.442358,1.69999,-0.0569906,0.438672
356,2085.94,0.394871,1.56113,0.00381619,0.394853
357,2091.8,0.375853,1.36767,0.0758229,0.368125
358,2097.66,0.384985,1.3332,0.0906138,0.374169
359,2103.52,0.481633,1.22725,0.162226,0.45349
360,2109.38,0.540109,1.28732,0.151066,0.518553
361,2115.23,0.538951,1.49728,0.0395875,0.537495
362,2121.09,0.557703,1.55158,0.0107155,0.5576
363,2126.95,0.470866,1.66825,-0.0458136,0.468632
364,2132.81,0.39252,1.74555,-0.0682458,0.386542
365,2138.67,0.359168,1.50676,0.0229832,0.358432
366,2144.53,0.340107,1.2764,0.0986846,0.325475
367,2150.39,0.407479,1.21907,0.140383,0.382533
368,2156.25,0.526565,1.24668,0.167697,0.499147
369,2162.11,0.511662,1.32653,0.123743,0.496473
370,2167.97,0.576949,1.48242,0.0509197,0.574698
371,2173.83,0.541581,1.64014,-0.0375229,0.54028
372,2179.69,0.435392,1.6834,-0.048923,0.432635
373,2185.55,0.379307,1.66826,-0.0369107,0.377507
374,2191.41,0.374497,1.45788,0.0421964,0.372112
375,2197.27,0.38169,1.26139,0.116221,0.363566
376,2203.12,0.468806,1.32918,0.112174,0.455188
377,2208.98,0.532772,1.38108,0.100472,0.523213
378,2214.84,0.533383,1.48668,0.0448137,0.531497
379,2220.7,0.527607,1.71424,-0.0754206,0.522189
380,2226.56,0.46127,1.73076,-0.0734735,0.455381
381,2232.42,0.361566,1.78479,-0.0767842,0.353319
382,2238.28,0.309724,1.6517,-0.025031,0.30871
383,2244.14,0.33957,1.32547,0.0824731,0.329402
384,2250,0.390337,1.25026,0.122987,0.370455
385,2255.86,0.441818,1.38108,0.0833198,0.433891
386,2261.72,0.510502,1.38748,0.0930597,0.501948
387,2267.58,0.46598,1.60014,-0.0136719,0.465779
388,2273.44,0.43514,1.68431,-0.0492896,0.432339
389,2279.3,0.385221,1.64131,-0.0271403,0.384264
390,2285.16,0.305965,1.59514,-0.00744789,0.305874
391,2291.02,0.310623,1.39193,0.0552639,0.305668
392,2296.88,0.379786,1.17203,0.147464,0.349989
393,2302.73,0.426313,1.21352,0.14909,0.399393
394,2308.59,0.49801,1.30641,0.13014,0.480706
395,2314.45,0.541731,1.43945,0.070949,0.537065
396,2320.31,0.494848,1.59035,-0.00967674,0.494753
397,2326.17,0.450408,1.74594,-0.0784855,0.443517
398,2332.03,0.368092,1.68326,-0.0413088,0.365766
399,2337.89,0.293052,1.45211,0.0346985,0.29099
400,2343.75,0.34711,1.32646,0.0839703,0.3368
401,2349.61,0.449064,1.16209,0.178467,0.412077
402,2355.47,0.491606,1.30995,0.126786,0.474975
403,2361.33,0.551734,1.45897,0.0615723,0.548288
404,2367.19,0.569646,1.59404,-0.0132415,0.569492
405,2373.05,0.468763,1.82118,-0.116148,0.454146
406,2378.91,0.39976,1.86069,-0.114271,0.38308
407,2384.77,0.343374,1.64142,-0.0242289,0.342518
408,2390.62,0.272706,1.58706,-0.00443553,0.27267
409,2396.48,0.373879,1.30785,0.0971821,0.361028
410,2402.34,0.437134,1.3238,0.106876,0.423867
411,2408.2,0.450605,1.46291,0.0485197,0.447985
412,2414.06,0.507378,1.54567,0.0127482,0.507218
413,2419.92,0.502154,1.71229,-0.0708145,0.497136
414,2425.78,0.400148,1.96305,-0.152965,0.369757
415,2431.64,0.324027,1.85831,-0.0918831,0.310727
416,2437.5,0.253372,1.71006,-0.0351725,0.250918
417,2443.36,0.235055,1.3188,0.0586086,0.227631
418,2449.22,0.341334,1.18377,0.128833,0.316087
419,2455.08,0.44423,1.25158,0.139409,0.421788
420,2460.94,0.431799,1.44148,0.0556813,0.428194
421,2466.8,0.485253,1.58678,-0.00775586,0.485191
422,2472.66,0.410564,1.73195,-0.0658771,0.405244
423,2478.52,0.316488,1.83703,-0.0832675,0.305338
424,2484.38,0.27821,1.73768,-0.0462136,0.274345
425,2490.23,0.21238,1.11802,0.0929082,0.19098
426,2496.09,0.334203,1.09197,0.153981,0.296617
427,2501.95,0.418347,1.14804,0.171638,0.381516
428,2507.81,0.464596,1.25846,0.142763,0.442118
429,2513.67,0.472624,1.40649,0.0773069,0.466259
430,2519.53,0.477847,1.56308,0.00368692,0.477833
431,2525.39,0.406716,1.59086,-0.00816131,0.406634
432,2531.25,0.362043,1.61969,-0.0176942,0.361611
433,2537.11,0.331834,1.52648,0.0146999,0.331508
434,2542.97,0.364514,1.23421,0.120387,0.34406
435,2548.83,0.401176,1.36837,0.0806571,0.392984
436,2554.69,0.458228,1.28872,0.127547,0.440119
437,2560.55,0.550572,1.42195,0.0816458,0.544485
438,2566.41,0.509012,1.73145,-0.0814254,0.502457
439,2572.27,0.446907,1.76037,-0.0842137,0.4389
440,2578.12,0.387407,1.76828,-0.0760099,0.379878
441,2583.98,0.324363,1.881,-0.0990117,0.308882
442,2589.84,0.271147,1.4747,0.0260168,0.269896
443,2595.7,0.349274,1.28598,0.0981411,0.335203
444,2601.56,0.410676,1.36187,0.0851789,0.401745
445,2607.42,0.484426,1.49391,0.0372066,0.482995
446,2613.28,0.470719,1.62315,-0.0246331,0.470074
447,2619.14,0.439438,1.89352,-0.139367,0.416753
448,2625,0.31888,1.8391,-0.0845325,0.307471
449,2630.86,0.31279,1.66616,-0.029784,0.311369
450,2636.72,0.269399,1.71154,-0.0377908,0.266735
451,2642.58,0.271168,1.34021,0.061975,0.263991
452,2648.44,0.385321,1.21204,0.13529,0.36079
453,2654.3,0.412076,1.48388,0.0357714,0.41052
454,2660.16,0.449432,1.49018,0.036191,0.447973
455,2666.02,0.449208,1.67187,-0.0453253,0.446916
456,2671.88,0.40116,1.91672,-0.13602,0.377396
457,2677.73,0.295876,1.90071,-0.095852,0.279919
458,2683.59,0.248184,1.72958,-0.0392416,0.245062
459,2689.45,0.180054,1.51143,0.010683,0.179737
460,2695.31,0.303307,1.08284,0.142198,0.267908
461,2701.17,0.354154,1.17599,0.136217,0.32691
462,2707.03,0.397281,1.24691,0.126435,0.376625
463,2712.89,0.474572,1.39073,0.0849954,0.466898
464,2718.75,0.444905,1.55775,0.00580459,0.444867
465,2724.61,0.367801,1.74537,-0.0638832,0.362211
466,2730.47,0.349689,1.5412,0.0103485,0.349536
467,2736.33,0.314185,1.52083,0.0156931,0.313793
468,2742.19,0.307179,1.37943,0.0584262,0.301571
469,2748.05,0.41717,1.30286,0.110441,0.402285
470,2753.91,0.392763,1.35878,0.0826488,0.383969
471,2759.77,0.483011,1.43267,0.0665032,0.47841
472,2765.62,0.488348,1.6015,-0.0149901,0.488118
473,2771.48,0.438089,1.68651,-0.0505793,0.435159
474,2777.34,0.413708,1.77644,-0.0844763,0.404991
475,2783.2,0.395506,1.79145,-0.0865645,0.385917
476,2789.06,0.287728,1.74666,-0.0503401,0.28329
477,2794.92,0.338192,1.54255,0.00955265,0.338057
478,2800.78,0.390815,1.55743,0.00522306,0.39078
479,2806.64,0.361795,1.62167,-0.0183963,0.361327
480,2812.5,0.394661,1.65745,-0.0341568,0.393181
481,2818.36,0.399574,1.74049,-0.0674806,0.393834
482,2824.22,0.334424,1.82216,-0.0831806,0.323914
483,2830.08,0.301904,1.8323,-0.0780521,0.29164
484,2835.94,0.298911,1.61055,-0.0118791,0.298675
485,2841.8,0.276958,1.57067,3.36505e-05,0.276958
486,2847.66,0.322682,1.51577,0.0177468,0.322194
487,2853.52,0.361384,1.516,0.0197944,0.360842
488,2859.38,0.338589,1.56586,0.00167111,0.338585
489,2865.23,0.379718,1.68644,-0.0438125,0.377182
490,2871.09,0.33015,1.71934,-0.048863,0.326514
491,2876.95,0.285097,1.65612,-0.0242966,0.28406
492,2882.81,0.303052,1.63922,-0.0207209,0.302343
493,2888.67,0.298503,1.50213,0.0204818,0.297799
494,2894.53,0.308583,1.38854,0.0559296,0.303472
495,2900.39,0.38244,1.55249,0.00700159,0.382375
496,2906.25,0.360007,1.55671,0.00507011,0.359972
497,2912.11,0.344541,1.59129,-0.00706163,0.344469
498,2917.97,0.378644,1.71758,-0.0553782,0.374572
499,2923.83,0.320676,1.69143,-0.0385917,0.318346
500,2929.69,0.277142,1.67177,-0.0279377,0.27573
501,2935.55,0.317504,1.57597,-0.00164359,0.3175
502,2941.41,0.309142,1.49323,0.0239538,0.308212
